"sp00n","n4m3","t41l","w31ght","c0l0r","ag3","l3ngth","g3nd3r","g00d"
10,"Jackie",11,5,"purple",6,46,"female",1
11,"Candy",10,2,"brown",2,54,"female",0
12,"Elissa",11,2,"red",4,52,"female",0
13,"Linda",11,2,"black",2,52,"female",0
10,"Debbie",9,5,"green",5,41,"female",1
14,"Robert",10,2,"red",7,50,"male",0
10,"James",10,2,"red",2,41,"male",0
12,"William",10,2,"black",3,52,"male",0
12,"Robert",11,2,"brown",3,40,"male",0
11,"Angel",10,3,"purple",0,47,"male",1
10,"Jodie",8,5,"brown",6,51,"female",1
10,"Robert",8,5,"brown",7,48,"male",1
12,"Sheila",11,2,"red",7,51,"female",0
11,"Benjamin",11,2,"black",1,47,"male",0
12,"Brigitte",10,2,"red",1,42,"female",0
13,"Denise",10,2,"brown",6,48,"female",0
8,"Richard",9,3,"purple",2,46,"male",1
10,"Gloria",8,5,"white",0,40,"female",1
11,"Felix",9,3,"brown",7,49,"male",1
9,"Eleanor",11,5,"green",0,43,"female",1
14,"Thomas",11,2,"red",6,54,"male",0
11,"James",10,2,"red",3,43,"male",0
10,"Marilyn",10,3,"white",5,42,"female",1
8,"Marie",8,3,"grey",4,46,"female",1
12,"Nancy",10,2,"red",4,40,"female",0
12,"Willis",11,2,"black",2,47,"male",0
12,"Kristen",11,2,"black",1,54,"female",0
11,"Bonnie",9,3,"blue",1,42,"female",1
9,"Dora",9,5,"white",4,41,"female",1
7,"Guy",11,3,"white",3,46,"male",1
10,"Edward",10,2,"red",3,51,"female",0
11,"Geri",8,3,"brown",7,50,"female",1
14,"Peggy",11,2,"red",7,43,"female",0
11,"Robert",10,2,"black",7,51,"male",0
13,"Steven",11,2,"black",7,53,"male",0
13,"Martha",11,2,"red",3,45,"female",0
10,"Lea",9,4,"blue",4,52,"female",1
9,"Elizabeth",11,5,"blue",6,54,"female",1
10,"Pamela",10,2,"black",3,50,"female",0
7,"Patricia",10,5,"blue",0,49,"female",1
9,"Annette",11,5,"red",1,54,"female",1
13,"Christine",10,2,"red",0,49,"female",0
14,"James",11,2,"brown",5,50,"male",0
11,"Ginger",11,3,"brown",6,46,"female",1
14,"David",10,2,"black",6,44,"male",0
13,"Michael",10,2,"red",1,41,"male",0
8,"Priscilla",11,3,"green",7,43,"female",1
10,"Frank",11,2,"brown",2,44,"male",0
7,"Sandra",10,3,"blue",5,40,"female",1
7,"Douglas",9,3,"white",3,40,"male",1
13,"Bertha",10,2,"brown",1,52,"female",0
7,"Rebecca",9,4,"blue",2,48,"female",1
12,"Abbie",11,2,"red",5,41,"female",0
8,"Ashley",10,5,"brown",4,51,"female",1
10,"David",11,2,"brown",4,49,"male",0
10,"Krystal",10,2,"brown",5,50,"female",0
8,"Yvonne",11,5,"grey",7,54,"female",1
10,"Margaret",8,4,"brown",6,40,"female",1
14,"Virgil",11,2,"red",2,45,"male",0
10,"Jean",9,4,"red",0,46,"female",1
13,"Mark",10,2,"red",7,54,"male",0
11,"Shari",8,3,"green",2,54,"female",1
14,"Joshua",10,2,"black",1,44,"male",0
10,"Travis",11,5,"purple",3,53,"male",1
9,"John",10,4,"brown",3,40,"male",1
10,"Lynn",11,2,"black",1,48,"male",0
8,"Gloria",10,4,"green",7,52,"female",1
8,"Annette",8,5,"grey",3,46,"female",1
10,"Denise",9,3,"green",2,54,"female",1
11,"Lupe",9,5,"green",0,50,"female",1
11,"Roger",10,2,"red",5,49,"male",0
8,"Joseph",10,3,"brown",6,46,"male",1
9,"Anthony",9,3,"brown",4,48,"male",1
8,"Mauricio",8,3,"blue",7,50,"male",1
7,"David",11,3,"blue",2,45,"male",1
9,"Greta",9,3,"red",7,54,"female",1
14,"William",10,2,"black",5,53,"male",0
10,"Lawrence",11,4,"grey",3,44,"male",1
14,"Glenn",10,2,"black",5,40,"male",0
11,"John",11,2,"red",4,41,"male",0
14,"Shaun",11,2,"brown",7,48,"male",0
8,"Edgar",11,4,"green",4,47,"male",1
9,"Ginger",9,4,"red",7,47,"female",1
11,"Elaine",10,2,"red",1,40,"female",0
10,"Lula",9,5,"grey",2,52,"female",1
11,"Paul",11,2,"brown",5,52,"male",0
9,"Vincent",10,4,"blue",1,47,"male",1
11,"Marco",11,2,"red",2,40,"male",0
10,"John",10,3,"green",7,45,"male",1
8,"Eugene",8,5,"brown",2,41,"male",1
12,"Thomas",10,2,"red",1,50,"male",0
13,"James",10,2,"brown",3,50,"male",0
13,"Paulette",10,2,"brown",4,44,"female",0
11,"Elizabeth",11,4,"blue",3,40,"female",1
10,"George",10,5,"red",3,50,"male",1
9,"Amanda",9,4,"blue",3,47,"female",1
13,"Nicole",11,2,"brown",7,50,"female",0
12,"Patricia",11,2,"brown",0,45,"female",0
10,"James",9,4,"purple",0,44,"male",1
11,"Wilbur",9,3,"purple",3,46,"male",1
14,"Anton",11,2,"red",7,42,"male",0
13,"Eugene",10,2,"red",2,51,"male",0
11,"Elijah",8,4,"red",2,54,"male",1
9,"Marie",9,4,"grey",7,53,"female",1
8,"Maria",8,4,"blue",2,49,"female",1
7,"Esther",9,4,"brown",6,53,"female",1
13,"Kristina",11,2,"brown",5,42,"female",0
7,"John",11,3,"brown",3,54,"male",1
14,"Crystal",11,2,"red",2,52,"female",0
10,"Michael",10,5,"green",4,44,"male",1
9,"Maria",8,5,"white",5,46,"female",1
13,"Laura",10,2,"black",5,42,"female",0
13,"Matthew",10,2,"red",5,47,"male",0
14,"Donna",10,2,"brown",7,40,"female",0
10,"Joseph",11,4,"green",3,54,"male",1
14,"Jonathon",10,2,"red",2,52,"male",0
14,"Frances",10,2,"black",6,44,"female",0
10,"Amanda",11,2,"red",1,47,"female",0
10,"Samuel",11,5,"brown",0,43,"male",1
11,"Gene",11,5,"grey",0,44,"male",1
9,"Lita",9,5,"grey",3,53,"female",1
12,"Daniel",11,2,"brown",3,50,"male",0
7,"Rodolfo",8,5,"white",6,51,"male",1
11,"Michelle",11,2,"red",2,44,"female",0
11,"Melissa",11,4,"white",0,47,"female",1
12,"Leah",11,2,"red",6,43,"female",0
14,"Thomas",11,2,"red",1,53,"male",0
13,"Maria",11,2,"black",7,50,"female",0
14,"Jason",10,2,"brown",0,42,"male",0
11,"Yvonne",9,4,"purple",5,48,"female",1
11,"Kristina",11,2,"brown",7,43,"female",0
7,"Christopher",8,4,"white",3,42,"male",1
12,"Susan",11,2,"red",4,43,"female",0
13,"Sharon",10,2,"red",4,46,"female",0
10,"Erin",9,4,"red",3,47,"female",1
13,"Gloria",11,2,"black",2,43,"female",0
9,"Thomas",8,3,"blue",0,46,"male",1
12,"Jerry",11,2,"brown",4,44,"male",0
13,"Monica",10,2,"brown",5,47,"female",0
13,"Darrell",10,2,"black",5,51,"male",0
10,"Charles",11,2,"black",5,49,"male",0
9,"Harris",9,5,"red",4,40,"male",1
12,"Diana",10,2,"black",2,40,"female",0
11,"Joyce",9,5,"red",3,40,"female",1
14,"Jennifer",10,2,"red",1,52,"female",0
7,"Kimberly",9,5,"purple",4,51,"female",1
11,"Brenda",10,5,"white",2,41,"female",1
13,"Jan",10,2,"brown",3,43,"female",0
7,"Paul",8,3,"red",2,41,"male",1
11,"Eric",10,2,"black",3,46,"male",0
9,"Joyce",11,4,"green",4,54,"female",1
10,"Vincent",11,2,"brown",6,47,"male",0
10,"Kira",10,2,"red",0,42,"female",0
12,"Pamela",11,2,"black",7,47,"female",0
11,"Donna",11,2,"black",6,46,"female",0
11,"Peggy",11,2,"brown",6,49,"female",0
13,"Christine",11,2,"brown",7,49,"female",0
8,"Jacob",10,4,"green",4,43,"male",1
10,"James",10,2,"brown",7,48,"male",0
14,"Lisa",11,2,"black",2,46,"female",0
11,"Ola",11,2,"red",4,44,"female",0
14,"Sarah",10,2,"red",1,50,"female",0
9,"Rachel",9,4,"green",1,52,"female",1
8,"Angelo",9,3,"grey",4,42,"male",1
7,"Gregory",10,4,"brown",0,45,"male",1
14,"Jo",11,2,"red",7,45,"female",0
10,"Christine",9,5,"white",2,44,"female",1
11,"Kenny",8,4,"grey",5,41,"male",1
11,"Michaela",11,2,"brown",0,48,"female",0
10,"Lacy",11,5,"blue",0,49,"female",1
8,"Charles",11,5,"blue",5,54,"male",1
13,"Mary",10,2,"black",2,42,"female",0
12,"Carroll",10,2,"red",1,49,"female",0
10,"Benjamin",10,4,"grey",6,42,"male",1
14,"Malcolm",11,2,"black",5,43,"male",0
10,"Sheila",10,5,"grey",0,45,"female",1
13,"Amanda",11,2,"black",1,50,"female",0
7,"Christopher",9,5,"grey",3,45,"male",1
10,"Anthony",10,2,"red",2,50,"male",0
9,"Daniel",11,5,"green",4,51,"male",1
10,"Marjorie",10,2,"red",4,43,"female",0
10,"Lenora",8,3,"purple",4,44,"female",1
12,"Pauline",10,2,"black",1,50,"female",0
10,"Cheryl",9,3,"grey",7,54,"female",1
14,"Sanford",11,2,"black",5,51,"male",0
12,"Kathleen",10,2,"black",2,52,"female",0
10,"Lashanda",8,3,"green",3,41,"female",1
9,"James",8,3,"white",1,54,"male",1
11,"Kendall",11,2,"red",5,50,"male",0
8,"Sandra",11,3,"red",2,44,"female",1
11,"Mona",10,2,"red",0,41,"female",0
9,"Susana",11,4,"white",2,50,"female",1
12,"Latonya",11,2,"black",7,54,"female",0
10,"Jessie",10,5,"grey",6,54,"male",1
12,"Tim",10,2,"brown",0,54,"male",0
10,"Lisa",11,3,"red",0,53,"female",1
10,"Lady",9,4,"purple",4,43,"female",1
11,"Milagros",11,2,"black",1,54,"female",0
10,"Thomas",9,5,"white",0,44,"male",1
12,"Edna",11,2,"brown",1,54,"female",0
8,"Nita",10,4,"purple",5,50,"female",1
8,"Adriana",11,3,"green",2,41,"female",1
9,"Martha",9,4,"blue",3,48,"female",1
11,"Julia",11,2,"red",6,53,"female",0
13,"Donna",10,2,"brown",7,42,"female",0
11,"Maurice",9,4,"white",2,47,"male",1
7,"Sandra",9,3,"white",2,43,"female",1
9,"Charles",10,3,"red",2,46,"male",1
11,"Corey",9,5,"green",7,44,"male",1
9,"Edward",11,5,"green",1,40,"male",1
10,"Tom",11,2,"black",3,45,"male",0
10,"Pete",10,2,"red",0,47,"male",0
13,"Caroline",10,2,"black",0,45,"female",0
8,"Alan",9,4,"white",7,45,"male",1
8,"Rolando",11,5,"red",4,53,"male",1
12,"Carlene",10,2,"brown",5,52,"female",0
7,"Scott",9,3,"brown",6,53,"male",1
14,"Mike",11,2,"black",3,43,"male",0
9,"Francis",11,4,"red",0,49,"male",1
12,"Paul",11,2,"brown",0,50,"male",0
7,"Joe",10,5,"purple",1,44,"male",1
14,"David",10,2,"black",3,42,"male",0
12,"Elise",10,2,"red",4,43,"female",0
8,"Evelyn",11,4,"blue",1,54,"female",1
9,"Madeline",11,5,"brown",5,46,"female",1
11,"David",10,4,"purple",7,43,"male",1
13,"Oliver",11,2,"red",6,42,"male",0
10,"Stacie",11,2,"red",2,42,"female",0
13,"James",10,2,"black",3,48,"male",0
10,"Charles",11,2,"black",4,54,"male",0
10,"Sonya",10,2,"black",5,42,"female",0
11,"Todd",10,2,"black",2,50,"male",0
12,"John",10,2,"red",0,42,"male",0
9,"Tomasa",10,3,"white",0,51,"female",1
7,"James",8,5,"purple",2,45,"male",1
7,"Ronald",11,3,"grey",4,50,"male",1
12,"Mildred",11,2,"black",5,50,"female",0
11,"Larry",9,3,"purple",7,44,"male",1
14,"Sandra",10,2,"brown",5,41,"female",0
7,"Marian",11,3,"white",3,47,"female",1
10,"Stella",11,4,"brown",6,44,"female",1
9,"Robert",10,4,"white",6,40,"male",1
7,"Stephanie",8,3,"purple",1,41,"female",1
11,"Amanda",11,3,"blue",0,42,"female",1
14,"Kara",10,2,"brown",5,43,"female",0
12,"William",11,2,"brown",4,53,"male",0
11,"James",9,3,"purple",5,47,"male",1
7,"Kasey",9,4,"brown",7,52,"female",1
10,"Raymond",11,2,"red",6,50,"male",0
14,"George",10,2,"red",3,42,"male",0
11,"Bonnie",11,2,"red",0,47,"female",0
7,"Tracie",8,4,"red",1,47,"female",1
8,"Kelly",11,4,"grey",6,42,"female",1
11,"Carol",11,4,"green",2,41,"female",1
11,"Sandra",10,2,"brown",7,41,"female",0
11,"Elaine",10,2,"red",5,47,"female",0
14,"Shirley",11,2,"red",5,49,"female",0
10,"John",11,5,"green",6,53,"male",1
10,"April",9,3,"white",6,53,"female",1
11,"Tina",10,2,"red",6,53,"female",0
14,"Clark",11,2,"brown",7,43,"male",0
11,"Eileen",10,2,"brown",1,50,"female",0
8,"Milton",11,4,"white",2,40,"male",1
11,"Gerald",10,5,"blue",7,44,"male",1
11,"Evelyn",11,5,"red",5,50,"female",1
7,"William",9,4,"brown",3,49,"male",1
11,"Charles",10,2,"brown",4,54,"male",0
10,"Edward",8,4,"blue",1,53,"male",1
7,"Tina",10,4,"white",4,54,"female",1
11,"Joe",10,2,"red",3,40,"male",0
7,"Michael",11,3,"green",0,42,"male",1
14,"Regina",10,2,"black",5,46,"female",0
9,"Doris",11,3,"purple",2,46,"female",1
7,"Anna",9,5,"grey",5,44,"female",1
11,"Mary",8,5,"brown",0,47,"female",1
10,"Edward",11,2,"black",7,53,"male",0
10,"Carol",8,4,"red",7,48,"female",1
10,"Patricia",8,4,"green",3,46,"female",1
9,"Rose",8,4,"red",3,40,"female",1
8,"Joni",10,5,"red",5,47,"female",1
9,"Kristopher",10,4,"white",1,47,"male",1
9,"Steven",8,5,"green",2,49,"male",1
13,"Donald",10,2,"red",2,42,"male",0
14,"Christine",10,2,"brown",7,53,"female",0
11,"Patricia",10,2,"red",0,46,"female",0
10,"Patsy",11,2,"brown",3,47,"female",0
7,"Ruth",10,4,"blue",1,48,"female",1
14,"Leo",11,2,"brown",7,46,"male",0
9,"Tasha",11,3,"green",5,43,"female",1
10,"Joseph",10,3,"grey",6,54,"male",1
11,"Vincent",9,4,"grey",7,52,"male",1
10,"Wendy",9,3,"green",1,52,"female",1
10,"Pilar",11,2,"red",6,44,"female",0
12,"Brett",11,2,"black",7,49,"male",0
10,"Nicole",11,2,"red",7,49,"female",0
11,"Beverly",9,3,"white",3,45,"female",1
9,"Antonio",9,4,"grey",2,41,"male",1
10,"Sonia",11,5,"green",4,42,"female",1
7,"James",11,3,"brown",7,50,"male",1
12,"Janie",10,2,"red",0,54,"female",0
14,"Claude",11,2,"red",0,50,"male",0
10,"Jesse",10,2,"red",0,53,"male",0
11,"Kaitlyn",10,4,"grey",4,49,"female",1
11,"Holly",8,5,"purple",3,52,"female",1
13,"Bridget",11,2,"red",6,42,"female",0
10,"Holly",11,2,"black",7,47,"female",0
7,"Lloyd",10,4,"green",5,46,"male",1
12,"Raymond",11,2,"red",7,44,"male",0
13,"Sandra",11,2,"brown",3,42,"female",0
10,"Arturo",8,4,"red",0,52,"male",1
7,"Martin",9,3,"green",3,46,"male",1
10,"John",11,2,"black",1,45,"male",0
8,"Jessie",10,3,"purple",5,53,"female",1
7,"Demetrius",10,3,"white",4,51,"male",1
10,"John",8,3,"brown",7,40,"male",1
10,"Sandie",10,2,"brown",6,42,"female",0
8,"Chad",9,3,"red",0,43,"male",1
12,"Luis",10,2,"brown",3,51,"male",0
9,"Kathleen",10,4,"red",2,40,"female",1
14,"Bradley",10,2,"brown",1,45,"male",0
7,"Christopher",9,4,"grey",7,52,"male",1
14,"Marie",10,2,"red",2,51,"female",0
8,"Veronica",11,5,"red",6,47,"female",1
7,"Steve",9,4,"blue",4,48,"male",1
7,"Maureen",9,5,"red",2,49,"female",1
9,"Ellen",10,5,"white",6,41,"female",1
7,"Janelle",9,4,"purple",6,44,"female",1
11,"Anne",8,4,"green",0,47,"female",1
7,"Martha",9,4,"brown",4,53,"female",1
11,"Sean",11,5,"green",3,41,"male",1
12,"Chester",11,2,"black",6,47,"male",0
11,"Frank",11,2,"red",6,41,"male",0
11,"Pauline",11,3,"blue",1,46,"female",1
10,"Christopher",8,5,"red",3,44,"male",1
8,"Marinda",10,4,"blue",3,49,"female",1
9,"Cherise",10,4,"grey",4,47,"female",1
11,"Peggy",11,2,"black",7,43,"female",0
9,"Lyle",11,3,"white",0,53,"male",1
8,"Sherlyn",10,3,"blue",6,46,"female",1
13,"Arthur",11,2,"red",7,52,"male",0
11,"Isabelle",10,2,"red",4,48,"female",0
9,"Joseph",8,3,"red",2,42,"male",1
11,"Cortez",11,5,"green",1,51,"male",1
8,"Antoine",10,3,"red",6,43,"male",1
7,"Catherine",11,3,"blue",2,42,"female",1
14,"Manuel",10,2,"brown",4,53,"male",0
10,"Jose",9,4,"brown",4,40,"male",1
12,"Shawn",11,2,"red",5,47,"male",0
8,"Louise",10,4,"red",4,40,"female",1
8,"Sheila",8,4,"grey",3,54,"female",1
7,"John",11,3,"brown",7,41,"male",1
10,"Patrick",11,2,"black",7,44,"male",0
10,"Leonardo",9,4,"red",7,45,"male",1
10,"Alexis",11,5,"brown",6,53,"male",1
10,"Joseph",10,3,"purple",2,42,"male",1
9,"Adriana",10,3,"blue",5,41,"female",1
9,"Timothy",11,4,"blue",7,46,"male",1
14,"Jane",10,2,"brown",3,42,"female",0
12,"Kelley",10,2,"red",0,50,"female",0
9,"Ricardo",8,4,"white",6,42,"male",1
10,"Andrea",9,4,"red",2,42,"female",1
9,"Brittany",11,3,"brown",0,40,"female",1
8,"James",9,5,"green",4,48,"male",1
8,"Wilma",11,4,"red",6,44,"female",1
8,"Sharon",10,3,"green",0,46,"female",1
9,"Nadine",11,3,"white",1,51,"female",1
11,"Ed",10,4,"purple",7,47,"male",1
10,"Preston",11,5,"white",1,41,"male",1
14,"Ricky",11,2,"black",1,53,"male",0
10,"Michael",10,2,"brown",4,46,"male",0
11,"Tammy",10,2,"brown",6,41,"female",0
11,"Lenna",10,2,"red",4,48,"female",0
12,"Dianne",11,2,"red",5,49,"female",0
11,"Susan",10,2,"red",7,52,"female",0
11,"Billy",10,2,"black",4,53,"male",0
11,"Andrew",10,2,"red",5,44,"male",0
10,"William",8,4,"grey",4,54,"male",1
8,"Allen",11,4,"grey",7,51,"male",1
10,"Jose",11,2,"red",5,41,"male",0
14,"Howard",11,2,"black",0,51,"male",0
10,"Patricia",9,5,"blue",7,49,"female",1
8,"Rosy",10,5,"grey",6,49,"female",1
7,"James",11,4,"white",5,42,"male",1
7,"Armando",8,3,"purple",4,47,"male",1
12,"Paul",10,2,"red",3,40,"male",0
9,"Sharon",11,4,"grey",3,44,"female",1
10,"Jaqueline",10,2,"brown",2,51,"female",0
11,"William",11,2,"red",0,48,"male",0
14,"John",10,2,"black",3,52,"male",0
11,"Michelle",11,2,"red",0,53,"female",0
12,"Regina",10,2,"red",6,49,"female",0
9,"Nona",9,3,"brown",5,52,"female",1
11,"John",10,3,"green",2,53,"male",1
13,"Raymond",10,2,"brown",5,41,"male",0
10,"Linda",10,2,"red",2,46,"female",0
7,"Jose",9,3,"brown",4,52,"male",1
12,"Carl",11,2,"brown",6,42,"male",0
11,"Edward",10,2,"black",2,48,"male",0
13,"John",11,2,"red",1,40,"male",0
14,"Carl",11,2,"red",0,44,"male",0
10,"Harold",10,2,"red",3,54,"male",0
8,"Mary",11,4,"blue",5,53,"female",1
10,"Minnie",10,2,"black",1,53,"female",0
12,"Julianne",10,2,"red",0,43,"female",0
9,"Robert",10,4,"white",0,45,"male",1
14,"Hannah",11,2,"red",6,45,"female",0
11,"Terry",10,5,"purple",1,54,"male",1
12,"John",10,2,"brown",1,43,"male",0
12,"Maggie",11,2,"black",0,48,"female",0
13,"Jane",11,2,"brown",1,40,"female",0
8,"Teresa",11,4,"green",1,42,"female",1
13,"Louise",11,2,"red",2,43,"female",0
13,"James",10,2,"black",2,44,"male",0
13,"Calvin",10,2,"brown",2,42,"male",0
12,"Alice",10,2,"brown",2,47,"female",0
10,"Mary",9,4,"grey",2,51,"female",1
14,"Paul",10,2,"brown",6,45,"male",0
10,"William",11,2,"black",0,53,"male",0
11,"Tanya",9,5,"purple",5,43,"female",1
11,"Janet",8,3,"green",5,54,"female",1
14,"Leo",10,2,"black",0,47,"male",0
8,"Steve",8,4,"red",3,45,"male",1
14,"Clarence",11,2,"red",1,44,"male",0
11,"Shawn",9,3,"brown",3,53,"male",1
7,"Kristy",10,4,"white",2,52,"female",1
7,"Dwight",8,5,"brown",6,46,"male",1
12,"Maria",11,2,"red",6,48,"female",0
14,"Richard",11,2,"red",0,48,"male",0
9,"Allie",10,5,"green",7,49,"female",1
8,"James",10,3,"green",4,51,"male",1
14,"Bennie",10,2,"brown",0,53,"male",0
8,"Ashley",10,3,"purple",1,49,"female",1
14,"Billy",11,2,"red",6,41,"male",0
11,"Donna",11,2,"red",6,40,"female",0
11,"Trula",11,3,"grey",6,46,"female",1
11,"Betty",10,3,"white",4,53,"female",1
11,"Rosie",11,5,"blue",5,45,"female",1
8,"Anna",8,4,"grey",3,49,"female",1
11,"Heather",10,2,"brown",4,53,"female",0
13,"Donald",10,2,"black",0,47,"male",0
10,"Allen",11,4,"red",2,43,"male",1
8,"Thomas",10,4,"red",6,52,"male",1
10,"Melvin",10,2,"brown",7,44,"male",0
12,"Janet",11,2,"black",0,53,"female",0
10,"John",11,2,"black",1,49,"male",0
9,"Teresa",9,3,"green",4,42,"female",1
11,"Mina",11,2,"red",1,46,"female",0
13,"Shelly",10,2,"brown",4,50,"female",0
7,"Patrica",9,3,"brown",3,40,"female",1
13,"Sondra",11,2,"black",1,45,"female",0
11,"April",11,2,"black",3,49,"female",0
11,"Ann",8,5,"green",3,54,"female",1
14,"Gregory",10,2,"brown",6,51,"male",0
11,"Paul",10,4,"red",3,53,"male",1
8,"Calvin",9,4,"purple",3,41,"male",1
14,"John",11,2,"red",6,42,"male",0
10,"Aaron",11,4,"red",5,47,"male",1
11,"Vernon",11,4,"white",6,40,"male",1
13,"William",10,2,"brown",7,50,"male",0
7,"Robin",8,4,"green",7,54,"female",1
11,"William",9,5,"purple",4,50,"male",1
7,"Margaret",8,5,"purple",3,54,"female",1
8,"Jennifer",8,4,"green",1,41,"female",1
11,"Berry",10,2,"red",5,52,"male",0
9,"Lawrence",8,4,"brown",1,53,"male",1
10,"Troy",10,3,"grey",0,43,"male",1
10,"Melanie",10,2,"red",0,51,"female",0
12,"Noel",10,2,"red",2,44,"male",0
7,"Jeanne",9,4,"red",7,44,"female",1
11,"Margaret",9,3,"blue",4,54,"female",1
11,"Jimmy",11,2,"brown",0,53,"male",0
12,"Richard",11,2,"black",1,50,"male",0
10,"Jeffrey",11,3,"red",5,53,"male",1
8,"Valerie",11,4,"brown",0,42,"female",1
8,"Vicky",8,5,"white",3,49,"female",1
14,"Jason",10,2,"black",5,45,"male",0
10,"Rita",8,4,"blue",1,54,"female",1
8,"Jacqueline",9,5,"purple",6,49,"female",1
10,"Janice",10,4,"purple",1,40,"female",1
11,"Jane",11,4,"white",2,40,"female",1
9,"Maria",9,4,"green",4,45,"female",1
11,"Linda",11,2,"black",1,52,"female",0
12,"Richard",11,2,"brown",0,53,"male",0
13,"Carol",11,2,"brown",1,41,"female",0
14,"Casey",11,2,"red",1,52,"male",0
13,"John",10,2,"red",4,53,"male",0
11,"Christopher",10,2,"red",5,45,"male",0
10,"Ricardo",10,2,"red",1,41,"male",0
10,"Heather",11,4,"red",3,53,"female",1
11,"Walter",10,2,"black",4,43,"male",0
8,"Anthony",8,5,"purple",1,48,"male",1
8,"Jeffrey",8,5,"red",0,52,"male",1
10,"Mary",9,5,"blue",4,40,"female",1
14,"Crystal",10,2,"black",7,53,"female",0
7,"Buford",11,5,"red",3,49,"male",1
9,"Jamie",11,4,"green",3,43,"female",1
10,"Alberta",8,5,"green",6,43,"female",1
7,"Todd",9,3,"white",3,54,"male",1
7,"Michael",11,4,"purple",3,40,"male",1
11,"Thomas",11,2,"red",1,51,"male",0
10,"Harold",11,2,"black",4,47,"male",0
11,"Nancy",11,2,"black",3,47,"female",0
9,"Agnes",11,3,"purple",5,49,"female",1
13,"Harry",11,2,"brown",0,40,"male",0
10,"Marvin",10,2,"red",2,51,"male",0
12,"Gordon",11,2,"brown",7,42,"male",0
8,"Ashley",11,4,"grey",6,42,"female",1
10,"Hollis",11,5,"red",3,53,"male",1
9,"Dorothy",8,3,"red",2,52,"female",1
8,"Tammy",8,5,"purple",7,43,"female",1
14,"Kenneth",10,2,"brown",0,45,"male",0
14,"Cynthia",11,2,"black",0,53,"female",0
9,"Marilyn",10,4,"brown",5,43,"female",1
9,"Amos",10,4,"white",1,50,"male",1
9,"Robert",10,5,"red",1,45,"male",1
12,"Deborah",10,2,"red",1,47,"female",0
10,"Luisa",10,3,"purple",1,45,"female",1
13,"Benjamin",11,2,"black",2,43,"male",0
10,"Charles",10,2,"brown",6,54,"male",0
11,"Joy",9,3,"green",4,44,"female",1
12,"Timothy",11,2,"black",4,50,"male",0
11,"Tammy",11,4,"green",0,45,"female",1
11,"Julia",10,2,"black",4,50,"female",0
10,"Kelly",11,2,"brown",3,40,"female",0
8,"Christopher",10,4,"green",4,46,"male",1
14,"Jeffery",10,2,"red",6,42,"male",0
12,"Joshua",10,2,"black",1,48,"male",0
14,"Wilfred",10,2,"red",7,54,"male",0
12,"Karen",11,2,"black",0,41,"female",0
14,"Ethel",11,2,"black",1,51,"female",0
9,"Annie",10,3,"green",4,52,"female",1
9,"Louis",9,3,"blue",7,53,"male",1
14,"Harriett",11,2,"red",7,44,"female",0
8,"Jeri",11,5,"purple",2,47,"female",1
11,"Edgar",11,3,"white",2,51,"male",1
7,"Jeanne",10,5,"blue",0,45,"female",1
10,"Alice",8,5,"green",2,45,"female",1
14,"David",10,2,"black",6,49,"male",0
11,"Brittany",10,5,"brown",6,44,"female",1
12,"Roy",10,2,"black",7,40,"male",0
11,"Melissa",8,3,"white",5,40,"female",1
14,"Dana",11,2,"red",2,41,"female",0
13,"Jeffrey",11,2,"brown",7,54,"male",0
8,"Hubert",10,5,"red",3,45,"male",1
10,"Gordon",11,2,"black",6,41,"male",0
9,"Brenda",10,3,"purple",5,51,"female",1
12,"Everett",10,2,"red",0,42,"male",0
10,"Raymon",10,2,"red",4,52,"male",0
14,"Aubrey",10,2,"red",7,40,"male",0
7,"Mary",10,4,"grey",2,53,"female",1
10,"Rachael",10,2,"black",2,48,"female",0
14,"Karen",10,2,"brown",2,42,"female",0
7,"Elizabeth",9,4,"grey",7,43,"female",1
7,"Olive",8,3,"green",1,53,"female",1
11,"Michael",11,2,"red",7,53,"male",0
10,"Jamie",10,2,"brown",6,52,"female",0
10,"Tracy",10,3,"blue",3,44,"female",1
10,"Lana",11,2,"brown",5,45,"female",0
10,"Laura",11,2,"black",4,41,"female",0
14,"Sheena",10,2,"brown",3,54,"female",0
9,"Kaye",11,3,"purple",5,46,"female",1
14,"Colleen",10,2,"red",1,44,"female",0
13,"Staci",11,2,"brown",1,44,"female",0
11,"Melinda",9,3,"purple",2,52,"female",1
11,"Lynn",11,2,"red",6,47,"female",0
11,"Elsie",11,2,"red",6,44,"female",0
11,"Adam",9,5,"white",2,52,"male",1
11,"Mathew",11,2,"brown",0,47,"male",0
9,"Allen",11,4,"blue",0,48,"male",1
8,"Darrell",11,5,"brown",6,52,"male",1
9,"Timothy",11,4,"grey",4,51,"male",1
11,"Shawna",11,5,"white",4,51,"female",1
10,"Robert",11,5,"brown",6,42,"male",1
10,"Mary",11,2,"red",7,51,"female",0
9,"Ronald",10,5,"green",3,54,"male",1
9,"Clifton",11,5,"blue",7,51,"male",1
11,"Charles",10,3,"brown",5,44,"male",1
10,"Jim",10,4,"white",0,43,"male",1
11,"Hanh",11,3,"blue",5,43,"female",1
9,"Matthew",10,4,"blue",3,54,"male",1
8,"Leonardo",8,5,"brown",1,46,"male",1
10,"Nicholas",10,2,"brown",3,40,"male",0
10,"John",8,3,"blue",1,48,"male",1
